bgBrickID	bgBrickType	brickType	bgSP	bgEP	brickLen	Strand	operonID	geneName	locus_tag	pseudoGene	EG	funCat	COG_Num	KO_Num	GO_FunNum	GO_ProcNum	GO_CompNum	locus	seqLen	circular	organism	
1	ICR	PP	1909694	144	482													NC_008601	1910031	+	Francisella novicida U112	
2	CR	CDS	145	1620	1476	-1	+	dnaA	FTN_0001	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
3	ICR	TP	1621	1656	36													NC_008601	1910031	+	Francisella novicida U112	
4	CR	CDS	1657	2760	1104	-1	+	dnaN	FTN_0002	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
5	ICR	TT	2761	2790	30													NC_008601	1910031	+	Francisella novicida U112	
6	CR	CDS	2791	4044	1254	-1	-	FTN_0003	FTN_0003	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
7	ICR	PP	4045	4243	199													NC_008601	1910031	+	Francisella novicida U112	
8	CR	CDS	4244	5767	1524	-1	+	FTN_0004	FTN_0004	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
9	ICR	TP	5768	5831	64													NC_008601	1910031	+	Francisella novicida U112	
10	CR	CDS	5832	6803	972	-1	+	corA	FTN_0005	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
11	ICR	TT	6804	6815	12													NC_008601	1910031	+	Francisella novicida U112	
12	CR	ND	6816	7283	468	-1	-	FTN_0006	FTN_0006	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
13	ICR	PT	7284	7360	77													NC_008601	1910031	+	Francisella novicida U112	
14	CR	CDS	7361	7678	318	-1	-	FTN_0007	FTN_0007	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
15	ICR	PT	7679	7767	89													NC_008601	1910031	+	Francisella novicida U112	
16	CR	CDS	7768	8640	873	-1	-	FTN_0008	FTN_0008	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
17	ICR	PP	8641	8783	143													NC_008601	1910031	+	Francisella novicida U112	
18	CR	CDS	8784	8966	183	-1	+	FTN_0009	FTN_0009	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
19	ICR	TT	8967	9371	405													NC_008601	1910031	+	Francisella novicida U112	
20	CR	CDS	9372	9806	435	-1	-	FTN_0010	FTN_0010	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
21	ICR	PT	9807	10040	234													NC_008601	1910031	+	Francisella novicida U112	
22	CR	CDS	10041	10220	180	-1	-	FTN_0011	FTN_0011	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
23	ICR	PT	10221	10216	-4													NC_008601	1910031	+	Francisella novicida U112	
24	CR	CDS	10217	10438	222	-1	-	FTN_0012	FTN_0012	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
25	ICR	PT	10439	10935	497													NC_008601	1910031	+	Francisella novicida U112	
26	CR	CDS	10936	11835	900	-1	-	FTN_0013	FTN_0013	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
27	ICR	PT	11836	11831	-4													NC_008601	1910031	+	Francisella novicida U112	
28	CR	CDS	11832	12728	897	-1	-	FTN_0014	FTN_0014	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
29	ICR	PT	12729	12731	3													NC_008601	1910031	+	Francisella novicida U112	
30	CR	CDS	12732	12911	180	-1	-	FTN_0015	FTN_0015	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
31	ICR	PT	12912	13106	195													NC_008601	1910031	+	Francisella novicida U112	
32	CR	CDS	13107	13781	675	-1	-	FTN_0016	FTN_0016	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
33	ICR	PT	13782	13785	4													NC_008601	1910031	+	Francisella novicida U112	
34	CR	CDS	13786	15027	1242	-1	-	FTN_0017	FTN_0017	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
35	ICR	PT	15028	15684	657													NC_008601	1910031	+	Francisella novicida U112	
36	CR	CDS	15685	16908	1224	-1	-	sdaC	FTN_0018	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
37	ICR	PT	16909	17048	140													NC_008601	1910031	+	Francisella novicida U112	
38	CR	CDS	17049	17975	927	-1	-	pyrB	FTN_0019	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
39	ICR	PT	17976	18116	141													NC_008601	1910031	+	Francisella novicida U112	
40	CR	CDS	18117	21401	3285	-1	-	carB	FTN_0020	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
41	ICR	PT	21402	21405	4													NC_008601	1910031	+	Francisella novicida U112	
42	CR	CDS	21406	22572	1167	-1	-	carA	FTN_0021	-	-	X						NC_008601	1910031	+	Francisella novicida U112	
43	ICR	PP	22573	22991	419													NC_008601	1910031	+	Francisella novicida U112	
44	CR	CDS	22992	24047	1056	-1	+	FTN_0022	FTN_0022	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
45	ICR	TT	24048	24067	20													NC_008601	1910031	+	Francisella novicida U112	
46	CR	CDS	24068	24748	681	-1	-	tmpT	FTN_0023	-	+	X						NC_008601	1910031	+	Francisella novicida U112	
