OrgName	seqLen	oriSP	oriEP	Ter	
NC_008463	6537648	6537457	482	3268969	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
2	CR	CDS	483	2027	+	+	1	+	
4	CR	CDS	2056	3159	+	-	1574	+	
6	CR	CDS	3169	4278	+	-	2687	+	
8	CR	CDS	4275	6695	+	-	3793	+	
10	CR	CDS	7018	7791	-	-	6536	+	
12	CR	ND	7803	8339	-	-	7321	+	
14	CR	CDS	8671	10377	+	-	8189	+	
16	CR	CDS	10434	12488	-	-	9952	+	
18	CR	CDS	12488	13435	-	+	12006	+	
20	CR	CDS	13540	14091	+	+	13058	+	
22	CR	CDS	14236	15123	+	-	13754	+	
24	CR	CDS	15208	15474	+	-	14726	+	
26	CR	CDS	15621	16274	+	-	15139	+	
28	CR	CDS	16336	16608	-	+	15854	+	
30	CR	CDS	16923	17240	-	+	16441	+	
32	CR	CDS	17389	18762	-	-	16907	+	
34	CR	CDS	18789	20093	-	-	18307	+	
36	CR	CDS	20090	21034	-	+	19608	+	
38	CR	CDS	21088	21594	-	-	20606	+	
40	CR	CDS	21733	22758	+	-	21251	+	
42	CR	CDS	22893	23981	+	-	22411	+	
44	CR	CDS	24022	24579	+	+	23540	+	
46	CR	CDS	24589	25566	-	+	24107	+	
48	CR	CDS	25757	26674	+	-	25275	+	
50	CR	CDS	26732	27556	+	-	26250	+	
52	CR	CDS	27667	28653	+	-	27185	+	
54	CR	CDS	28634	29920	+	+	28152	+	
56	CR	CDS	29917	30519	+	-	29435	+	
58	CR	CDS	30523	32076	-	-	30041	+	
60	CR	CDS	32081	33004	-	-	31599	+	
62	CR	CDS	33021	34532	-	-	32539	+	
64	CR	CDS	34645	35559	+	+	34163	+	
66	CR	CDS	35570	35947	+	-	35088	+	
68	CR	CDS	35926	36291	-	-	35444	+	
70	CR	CDS	36299	36922	-	-	35817	+	
72	CR	CDS	37108	37914	-	-	36626	+	
74	CR	CDS	37911	39119	-	-	37429	+	
76	CR	CDS	39223	40110	+	+	38741	+	
78	CR	CDS	40211	40426	+	+	39729	+	
80	CR	CDS	40610	40837	+	-	40128	+	
82	CR	CDS	41133	42821	+	+	40651	+	
84	CR	CDS	42934	53265	+	-	42452	+	
86	CR	CDS	54577	54699	+	-	54095	+	
88	CR	CDS	54909	55304	+	-	54427	+	
90	CR	tRNA	55575	56984	-	-	55093	+	
92	CR	CDS	57148	58476	+	-	56666	+	
94	CR	CDS	59018	59704	+	-	58536	+	
96	CR	CDS	59735	60088	+	-	59253	+	
98	CR	CDS	60241	60750	+	-	59759	+	
100	CR	CDS	60765	61148	-	+	60283	+	
102	CR	CDS	61430	63091	-	-	60948	+	
104	CR	CDS	63701	63841	+	-	63219	+	
106	CR	CDS	64665	66497	+	-	64183	+	
108	CR	CDS	66550	66978	-	-	66068	+	
110	CR	CDS	67187	67735	-	-	66705	+	
112	CR	CDS	67774	68280	-	-	67292	+	
114	CR	CDS	68346	69266	-	-	67864	+	
116	CR	CDS	69374	70261	+	-	68892	+	
118	CR	CDS	70324	71028	+	+	69842	+	
120	CR	CDS	71112	71567	+	-	70630	+	
122	CR	CDS	71678	71911	+	-	71196	+	
124	CR	CDS	71923	72360	-	+	71441	+	
126	CR	CDS	72417	72833	-	-	71935	+	
128	CR	CDS	72925	74052	+	-	72443	+	
130	CR	CDS	74060	75043	-	-	73578	+	
132	CR	CDS	75076	75741	-	-	74594	+	
134	CR	CDS	75734	76276	-	-	75252	+	
136	CR	CDS	76354	78399	+	+	75872	+	
138	CR	CDS	78396	78671	+	+	77914	+	
140	CR	CDS	78760	79818	+	-	78278	+	
142	CR	CDS	80049	80963	-	-	79567	+	
144	CR	CDS	81025	82737	-	-	80543	+	
146	CR	CDS	82730	83929	-	-	82248	+	
148	CR	CDS	83929	84648	-	-	83447	+	
150	CR	CDS	84645	87743	-	-	84163	+	
152	CR	CDS	87751	88479	-	-	87269	+	
154	CR	CDS	88489	89169	-	-	88007	+	
156	CR	CDS	89166	92474	-	-	88684	+	
158	CR	CDS	92696	94045	-	+	92214	+	
160	CR	CDS	94052	95386	-	-	93570	+	
162	CR	CDS	95402	95866	-	-	94920	+	
164	CR	CDS	95911	96453	-	-	95429	+	
166	CR	CDS	96450	97409	-	-	95968	+	
168	CR	CDS	97777	98811	+	-	97295	+	
170	CR	CDS	98900	99418	+	-	98418	+	
172	CR	CDS	99431	100927	+	+	98949	+	
174	CR	CDS	101003	101491	+	+	100521	+	
176	CR	tRNA	101659	102504	+	-	101177	+	
178	CR	tRNA	102506	103015	+	-	102024	+	
180	CR	tRNA	103012	104871	+	-	102530	+	
182	CR	tRNA	104835	105881	+	-	104353	+	
184	CR	CDS	105874	108582	+	+	105392	+	
186	CR	CDS	108629	110560	+	-	108147	+	
188	CR	CDS	110675	110959	-	+	110193	+	
190	CR	CDS	110972	111205	-	-	110490	+	
192	CR	CDS	111195	112514	-	-	110713	+	
194	CR	CDS	112593	113027	-	-	112111	+	
196	CR	CDS	113281	115506	+	-	112799	+	
198	CR	CDS	115534	115983	+	-	115052	+	
200	CR	ND	115913	117112	+	-	115431	+	
202	CR	CDS	117109	118146	+	-	116627	+	
204	CR	CDS	118146	119237	+	-	117664	+	
206	CR	CDS	119248	120168	+	-	118766	+	
208	CR	CDS	120178	121410	+	+	119696	+	
210	CR	CDS	121786	122514	+	+	121304	+	
212	CR	ND	122725	124296	+	-	122243	+	
214	CR	CDS	124433	125029	+	-	123951	+	
216	CR	CDS	125293	126417	+	-	124811	+	
218	CR	CDS	126427	128019	+	-	125945	+	
220	CR	CDS	128030	128584	+	-	127548	+	
222	CR	CDS	128595	129482	+	-	128113	+	
224	CR	CDS	129498	129707	-	-	129016	+	
226	CR	CDS	129723	130517	+	-	129241	+	
228	CR	CDS	130492	131070	+	-	130010	+	
230	CR	CDS	131135	132208	+	-	130653	+	
232	CR	CDS	132234	133148	+	-	131752	+	
234	CR	CDS	133174	133809	+	-	132692	+	
236	CR	CDS	133849	134301	-	-	133367	+	
238	CR	rRNA	134433	134906	+	-	133951	+	
240	CR	rRNA	135162	135890	+	-	134680	+	
242	CR	tRNA	135915	136502	+	-	135433	+	
244	CR	rRNA	136732	138081	+	-	136250	+	
246	CR	tRNA	138130	138816	+	-	137648	+	
248	CR	tRNA	138917	139651	+	-	138435	+	
250	CR	tRNA	139831	140241	+	-	139349	+	
252	CR	ND	140273	141181	-	-	139791	+	
254	CR	tRNA	141481	141762	-	-	140999	+	
256	CR	CDS	141759	141986	-	+	141277	+	
258	CR	CDS	142162	142785	-	-	141680	+	
260	CR	CDS	142886	143386	+	-	142404	+	
262	CR	CDS	143458	143799	+	-	142976	+	
264	CR	CDS	143881	145308	-	-	143399	+	
266	CR	CDS	145477	146970	-	+	144995	+	
268	CR	CDS	147054	147341	-	+	146572	+	
