OrgName	seqLen	oriSP	oriEP	Ter	
NC_000907	1830138	603005	603689	1518416	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
2	CR	CDS	2	1021	+	+	601984	-	
4	CR	CDS	1190	3013	+	-	599992	-	
6	CR	CDS	3050	3838	-	-	599167	-	
8	CR	CDS	3854	4318	-	-	598687	-	
10	CR	CDS	4579	5391	-	-	597614	-	
12	CR	ND	5662	8748	+	-	594257	-	
14	CR	CDS	8750	9688	+	-	593317	-	
16	CR	CDS	9681	10397	+	-	592608	-	
18	CR	CDS	10467	11375	+	+	591630	-	
20	CR	CDS	11414	11854	-	+	591151	-	
22	CR	CDS	11857	12261	-	-	590744	-	
24	CR	CDS	12367	13359	+	-	589646	-	
26	CR	CDS	13423	14331	-	-	588674	-	
28	CR	CDS	14328	15011	-	+	587994	-	
30	CR	CDS	15013	16062	-	+	586943	-	
32	CR	CDS	16071	17867	-	-	585138	-	
34	CR	CDS	18035	18418	-	-	584587	-	
36	CR	CDS	18676	19335	+	+	583670	-	
38	CR	CDS	19405	20829	-	-	582176	-	
40	CR	CDS	21248	22687	-	-	580318	-	
42	CR	CDS	22689	23939	-	-	579066	-	
44	CR	CDS	24267	25769	-	+	577236	-	
46	CR	CDS	25784	26641	-	+	576364	-	
48	CR	CDS	26656	26943	-	-	576062	-	
50	CR	CDS	26981	27988	-	-	575017	-	
52	CR	CDS	28239	29201	-	-	573804	-	
54	CR	CDS	29255	29893	-	+	573112	-	
56	CR	CDS	29895	30173	-	-	572832	-	
58	CR	CDS	30229	31410	-	-	571595	-	
60	CR	CDS	31426	32289	-	-	570716	-	
62	CR	CDS	32341	33456	-	-	569549	-	
64	CR	CDS	33446	35401	-	+	567604	-	
66	CR	CDS	35422	35889	-	-	567116	-	
68	CR	CDS	35943	36251	-	-	566754	-	
70	CR	CDS	36376	38031	-	-	564974	-	
72	CR	CDS	38237	40015	+	-	562990	-	
74	CR	CDS	40145	41200	+	-	561805	-	
76	CR	CDS	41280	42335	+	+	560670	-	
78	CR	CDS	42335	42823	+	+	560182	-	
80	CR	CDS	42874	43650	-	-	559355	-	
82	CR	CDS	43660	44463	-	+	558542	-	
84	CR	CDS	44511	45185	-	-	557820	-	
86	CR	CDS	45185	46249	-	-	556756	-	
88	CR	CDS	46309	46971	-	-	556034	-	
90	CR	tRNA	47152	47241	+	-	555764	-	
92	CR	CDS	47298	47852	-	-	555153	-	
94	CR	CDS	47955	48281	+	-	554724	-	
96	CR	CDS	48334	48972	-	-	554033	-	
98	CR	CDS	48991	49848	-	-	553157	-	
100	CR	CDS	49848	50792	-	+	552213	-	
102	CR	CDS	50812	52086	-	-	550919	-	
104	CR	CDS	52092	52589	-	-	550416	-	
106	CR	CDS	52628	53614	-	-	549391	-	
108	CR	CDS	53641	54669	-	-	548336	-	
110	CR	CDS	54830	55579	+	-	547426	-	
112	CR	CDS	55607	56791	+	-	546214	-	
114	CR	CDS	56844	57557	-	-	545448	-	
116	CR	CDS	57655	59484	-	-	543521	-	
118	CR	CDS	59486	60250	-	+	542755	-	
120	CR	CDS	60321	61319	-	-	541686	-	
122	CR	CDS	61392	63155	-	-	539850	-	
124	CR	CDS	63196	65562	-	+	537443	-	
126	CR	CDS	65821	66258	+	-	536747	-	
128	CR	CDS	66506	67864	+	-	535141	-	
130	CR	CDS	67873	68355	+	-	534650	-	
132	CR	CDS	68431	68907	+	-	534098	-	
134	CR	CDS	68915	70213	+	-	532792	-	
136	CR	CDS	70214	72103	+	+	530902	-	
138	CR	CDS	72111	73046	+	+	529959	-	
140	CR	CDS	73052	75997	+	-	527008	-	
142	CR	CDS	76082	77758	-	-	525247	-	
144	CR	CDS	77902	78687	-	-	524318	-	
146	CR	CDS	78763	79455	+	-	523550	-	
148	CR	CDS	79468	79812	-	-	523193	-	
150	CR	CDS	79805	80245	-	-	522760	-	
152	CR	CDS	80526	82649	+	-	520356	-	
154	CR	CDS	82767	83627	+	-	519378	-	
156	CR	CDS	83638	84504	+	-	518501	-	
158	CR	CDS	84580	85959	-	+	517046	-	
160	CR	CDS	86062	86571	+	-	516434	-	
162	CR	CDS	86575	87006	+	-	515999	-	
164	CR	CDS	87148	87936	+	-	515069	-	
166	CR	CDS	88193	88459	+	-	514546	-	
168	CR	CDS	88474	88689	+	-	514316	-	
170	CR	CDS	88739	89062	-	-	513943	-	
172	CR	CDS	89182	90177	-	+	512828	-	
174	CR	CDS	90190	91335	-	+	511670	-	
176	CR	tRNA	91546	91621	+	-	511384	-	
178	CR	tRNA	91628	91701	+	-	511304	-	
180	CR	tRNA	91729	91815	+	-	511190	-	
182	CR	tRNA	91866	91941	+	-	511064	-	
184	CR	CDS	92148	93425	-	+	509580	-	
186	CR	CDS	93468	94412	-	-	508593	-	
188	CR	CDS	94425	96872	-	+	506133	-	
190	CR	CDS	97196	97909	+	-	505096	-	
192	CR	CDS	97949	99085	-	-	503920	-	
194	CR	CDS	99094	100353	-	-	502652	-	
196	CR	CDS	100475	101581	-	-	501424	-	
198	CR	CDS	101783	102103	-	-	500902	-	
200	CR	ND	102194	102364	+	-	500641	-	
202	CR	CDS	102453	103208	-	-	499797	-	
204	CR	CDS	103542	104117	+	-	498888	-	
206	CR	CDS	104277	105274	+	-	497731	-	
208	CR	CDS	105476	106912	+	+	496093	-	
210	CR	CDS	106914	107969	+	+	495036	-	
212	CR	ND	108004	108683	-	-	494322	-	
214	CR	CDS	108685	109818	-	-	493187	-	
216	CR	CDS	109846	110190	-	-	492815	-	
218	CR	CDS	110269	112164	-	-	490841	-	
220	CR	CDS	112465	113220	+	-	489785	-	
222	CR	CDS	113277	114665	-	-	488340	-	
224	CR	CDS	114997	116208	+	-	486797	-	
226	CR	CDS	116337	117230	+	-	485775	-	
228	CR	CDS	117319	117660	-	-	485345	-	
230	CR	CDS	117827	119116	+	-	483889	-	
232	CR	CDS	119451	120080	+	-	482925	-	
234	CR	CDS	120092	120388	-	-	482617	-	
236	CR	CDS	120441	122675	+	-	480330	-	
238	CR	rRNA	123431	123559	-	-	479446	-	
240	CR	rRNA	123800	126702	-	-	476303	-	
242	CR	tRNA	126969	127044	-	-	475961	-	
244	CR	rRNA	127172	128720	-	-	474285	-	
246	CR	tRNA	128892	128968	-	-	474037	-	
248	CR	tRNA	128990	129065	-	-	473940	-	
250	CR	tRNA	129092	129168	-	-	473837	-	
252	CR	ND	129317	131453	-	-	471552	-	
254	CR	tRNA	131584	131660	-	-	471345	-	
256	CR	CDS	132027	132959	+	+	470046	-	
258	CR	CDS	132944	133729	+	-	469276	-	
260	CR	CDS	133907	134920	+	-	468085	-	
262	CR	CDS	134970	135476	-	-	467529	-	
264	CR	CDS	135589	136950	-	-	466055	-	
266	CR	CDS	137335	138525	-	+	464480	-	
268	CR	CDS	138800	139357	+	+	463648	-	
270	CR	tRNA	139513	139588	+	-	463417	-	
272	CR	tRNA	139593	139679	+	-	463326	-	
274	CR	tRNA	139730	139805	+	-	463200	-	
276	CR	CDS	139924	140454	-	+	462551	-	
278	CR	CDS	140689	142005	+	-	461000	-	
280	CR	CDS	142163	143149	-	+	459856	-	
282	CR	CDS	143193	145091	-	+	457914	-	
284	CR	CDS	145395	146435	-	+	456570	-	
286	CR	CDS	146601	147242	+	+	455763	-	
288	CR	CDS	147251	147838	+	-	455167	-	
290	CR	CDS	147842	149017	+	-	453988	-	
292	CR	CDS	149017	150207	+	-	452798	-	
294	CR	CDS	150287	151801	-	-	451204	-	
296	CR	tRNA	152228	152304	-	-	450701	-	
298	CR	tRNA	152328	152404	-	-	450601	-	
300	CR	CDS	152492	153262	-	+	449743	-	
302	CR	CDS	153323	153787	+	-	449218	-	
304	CR	CDS	154039	155118	+	-	447887	-	
306	CR	CDS	155307	156452	-	+	446553	-	
308	CR	CDS	156725	157537	-	+	445468	-	
310	CR	CDS	157823	158704	-	-	444301	-	
312	CR	CDS	158715	159581	-	-	443424	-	
314	CR	CDS	159574	160476	-	-	442529	-	
316	CR	CDS	160522	161208	-	-	441797	-	
318	CR	CDS	161558	162547	+	-	440458	-	
320	CR	CDS	162558	164459	+	-	438546	-	
322	CR	CDS	164623	165762	+	-	437243	-	
324	CR	CDS	165924	166130	+	-	436875	-	
326	CR	CDS	166166	166357	+	-	436648	-	
328	CR	CDS	166400	167287	-	-	435718	-	
330	CR	CDS	167287	168519	-	-	434486	-	
332	CR	CDS	168629	169336	-	-	433669	-	
334	CR	ND	169396	170726	-	-	432279	-	
336	CR	CDS	170930	171160	-	-	431845	-	
338	CR	CDS	171416	172144	-	+	430861	-	
340	CR	CDS	172161	173099	-	+	429906	-	
342	CR	CDS	173727	174677	-	+	428328	-	
344	CR	CDS	174863	175033	-	-	427972	-	
346	CR	CDS	175056	175580	-	-	427425	-	
348	CR	CDS	175737	176609	+	-	426396	-	
350	CR	CDS	176718	178088	-	-	424917	-	
352	CR	CDS	178304	178903	-	-	424102	-	
354	CR	CDS	178997	179308	+	+	423697	-	
356	CR	CDS	179599	180942	+	-	422063	-	
358	CR	CDS	180945	182180	+	-	420825	-	
360	CR	CDS	182173	182907	+	-	420098	-	
362	CR	CDS	182907	183533	+	-	419472	-	
