OrgName	seqLen	oriSP	oriEP	Ter	
NC_000915	1667867	1608998	1609149	775140	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
2	CR	CDS	217	633	-	+	58935	+	
4	CR	CDS	635	1105	-	-	59353	+	
6	CR	CDS	1115	1945	-	-	59833	+	
8	CR	CDS	1932	2597	-	-	60650	+	
10	CR	CDS	2719	3402	+	-	61437	+	
12	CR	ND	3403	4233	+	-	62121	+	
14	CR	CDS	4250	4322	-	-	62968	+	
16	CR	CDS	4388	4461	-	-	63106	+	
18	CR	CDS	4505	4577	-	+	63223	+	
20	CR	CDS	4622	4693	-	+	63340	+	
22	CR	CDS	4707	4779	-	-	63425	+	
24	CR	CDS	4937	5020	+	-	63655	+	
26	CR	CDS	5241	7145	-	-	63959	+	
28	CR	CDS	7603	9243	-	+	66321	+	
30	CR	CDS	9268	9624	-	+	67986	+	
32	CR	CDS	9911	11590	+	-	68629	+	
34	CR	CDS	11587	12639	+	-	70305	+	
36	CR	CDS	12728	13555	+	+	71446	+	
38	CR	CDS	13702	13983	+	-	72420	+	
40	CR	CDS	13983	14246	+	-	72701	+	
42	CR	CDS	14248	16611	+	-	72966	+	
44	CR	CDS	16863	18272	+	+	75581	+	
46	CR	CDS	18380	19345	+	+	77098	+	
48	CR	CDS	19342	20559	+	-	78060	+	
50	CR	CDS	20569	21141	-	-	79287	+	
52	CR	CDS	21152	22717	-	-	79870	+	
54	CR	CDS	22773	22892	+	+	81491	+	
56	CR	CDS	22903	22995	+	-	81621	+	
58	CR	CDS	23324	25459	-	-	82042	+	
60	CR	CDS	26078	27358	-	-	84796	+	
62	CR	CDS	27557	28834	+	-	86275	+	
64	CR	CDS	28901	29434	+	+	87619	+	
66	CR	CDS	29411	30067	-	-	88129	+	
68	CR	CDS	30071	31852	-	-	88789	+	
70	CR	CDS	31961	32374	+	-	90679	+	
72	CR	CDS	32405	32680	+	-	91123	+	
74	CR	CDS	32680	34905	+	-	91398	+	
76	CR	CDS	34895	35248	+	+	93613	+	
78	CR	CDS	35251	35544	+	+	93969	+	
80	CR	CDS	35544	36548	+	-	94262	+	
82	CR	CDS	36556	37611	+	+	95274	+	
84	CR	CDS	37738	38475	+	-	96456	+	
86	CR	CDS	38472	39453	+	-	97190	+	
88	CR	CDS	39446	39817	+	-	98164	+	
90	CR	tRNA	39880	40581	+	-	98598	+	
92	CR	CDS	40651	42063	+	-	99369	+	
94	CR	CDS	42105	43250	+	-	100823	+	
96	CR	CDS	43243	44175	+	-	101961	+	
98	CR	CDS	44299	44436	+	-	103017	+	
100	CR	CDS	45041	46039	-	+	103759	+	
102	CR	CDS	46042	48351	-	-	104760	+	
104	CR	CDS	48291	49283	-	-	107009	+	
106	CR	CDS	49335	50033	-	-	108053	+	
108	CR	CDS	50030	51097	-	-	108748	+	
110	CR	CDS	51272	52264	-	-	109990	+	
112	CR	CDS	52459	53718	-	-	111177	+	
114	CR	CDS	53715	56186	-	-	112433	+	
116	CR	CDS	56224	57714	-	-	114942	+	
118	CR	CDS	57741	61298	-	+	116459	+	
120	CR	CDS	61619	61828	+	-	120337	+	
122	CR	CDS	61943	63143	+	-	120661	+	
124	CR	CDS	63145	63999	+	+	121863	+	
126	CR	CDS	64016	66457	+	-	122734	+	
128	CR	CDS	66454	67023	+	-	125172	+	
130	CR	CDS	67039	67299	+	-	125757	+	
132	CR	CDS	67310	68800	+	-	126028	+	
134	CR	CDS	68770	69189	+	-	127488	+	
136	CR	CDS	69191	69544	+	+	127909	+	
138	CR	CDS	69468	71963	+	+	128186	+	
140	CR	CDS	72021	72818	-	-	130739	+	
142	CR	CDS	72818	73417	-	-	131536	+	
144	CR	CDS	73446	74210	-	-	132164	+	
146	CR	CDS	74233	74745	-	-	132951	+	
148	CR	CDS	74747	75334	-	-	133465	+	
150	CR	CDS	75527	77236	-	-	134245	+	
152	CR	CDS	77240	77956	-	-	135958	+	
154	CR	CDS	78209	78281	-	-	136927	+	
156	CR	CDS	78302	78775	-	-	137020	+	
158	CR	CDS	78769	80106	-	+	137487	+	
160	CR	CDS	80196	80465	+	-	138914	+	
162	CR	CDS	80589	81647	+	-	139307	+	
164	CR	CDS	82058	82315	+	-	140776	+	
166	CR	CDS	82326	84113	+	-	141044	+	
168	CR	CDS	84359	86140	+	-	143077	+	
170	CR	CDS	86410	86532	+	-	145128	+	
172	CR	CDS	86656	88677	-	+	145374	+	
174	CR	CDS	88833	89222	-	+	147551	+	
176	CR	tRNA	89219	89644	-	-	147937	+	
178	CR	tRNA	89957	90145	-	-	148675	+	
180	CR	tRNA	90152	91504	-	-	148870	+	
182	CR	tRNA	91558	92931	-	-	150276	+	
184	CR	CDS	92952	94967	-	+	151670	+	
186	CR	CDS	95191	95886	-	-	153909	+	
188	CR	CDS	95897	96826	-	+	154615	+	
190	CR	CDS	96959	97047	+	-	155677	+	
192	CR	CDS	97256	98089	+	-	155974	+	
194	CR	CDS	98083	98916	+	-	156801	+	
196	CR	CDS	98936	99376	-	-	157654	+	
198	CR	CDS	99373	99840	-	-	158091	+	
200	CR	ND	99939	100469	-	-	158657	+	
202	CR	CDS	100542	101486	+	-	159260	+	
204	CR	CDS	101643	102356	-	-	160361	+	
206	CR	CDS	102461	103921	-	-	161179	+	
208	CR	CDS	104125	106152	+	+	162843	+	
210	CR	CDS	106152	107258	+	+	164870	+	
212	CR	ND	107471	108232	+	-	166189	+	
214	CR	CDS	108215	108994	-	-	166933	+	
216	CR	CDS	109025	110722	-	-	167743	+	
218	CR	CDS	110928	112673	-	-	169646	+	
220	CR	CDS	112828	113280	-	-	171546	+	
222	CR	CDS	113333	114475	-	-	172051	+	
224	CR	CDS	114500	115420	-	-	173218	+	
226	CR	CDS	115459	116019	+	-	174177	+	
