OrgName	seqLen	oriSP	oriEP	Ter	
NC_003028	2160842	1559	1716	1082058	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
2	CR	CDS	197	1558	+	+	1	-	
4	CR	CDS	1717	2853	+	-	1294	+	
6	CR	CDS	2864	3112	+	-	1553	+	
8	CR	CDS	3196	4311	+	-	2752	+	
10	CR	CDS	4382	4951	+	-	3392	+	
12	CR	ND	4952	8461	+	-	6902	+	
14	CR	CDS	8519	8785	+	-	7226	+	
16	CR	CDS	8778	9146	+	-	7587	+	
18	CR	CDS	9151	9273	+	+	7714	+	
20	CR	CDS	9266	10534	+	+	8975	+	
22	CR	CDS	10531	11808	+	-	10249	+	
24	CR	CDS	11812	12354	+	-	10795	+	
26	CR	CDS	12370	14328	+	-	12769	+	
28	CR	CDS	14450	14929	+	+	13370	+	
30	CR	CDS	15023	15094	+	+	13535	+	
32	CR	CDS	15344	16903	+	-	15344	+	
34	CR	CDS	16945	17017	+	-	15458	+	
36	CR	CDS	17142	20043	+	+	18484	+	
38	CR	CDS	20121	20236	+	-	18677	+	
40	CR	CDS	20241	20314	+	-	18755	+	
42	CR	CDS	20404	20820	+	-	19261	+	
44	CR	CDS	20929	21267	+	+	19708	+	
46	CR	CDS	21302	22048	-	+	20489	+	
48	CR	CDS	22359	22601	+	-	21042	+	
50	CR	CDS	22832	24118	+	-	22559	+	
52	CR	CDS	24319	24786	+	-	23227	+	
54	CR	CDS	24973	25416	+	+	23857	+	
56	CR	CDS	25418	25933	+	-	24374	+	
58	CR	CDS	25917	27308	+	-	25749	+	
60	CR	CDS	27381	27878	+	-	26319	+	
62	CR	CDS	27903	28112	+	-	26553	+	
64	CR	CDS	28094	28717	+	+	27158	+	
66	CR	CDS	28862	29830	+	-	28271	+	
68	CR	CDS	29964	30245	-	-	28686	+	
70	CR	CDS	30372	30605	-	-	29046	+	
72	CR	CDS	30563	30889	-	-	29330	+	
74	CR	CDS	30929	31243	-	-	29684	+	
76	CR	CDS	31535	34168	+	+	32609	+	
78	CR	CDS	34253	34690	+	+	33131	+	
80	CR	CDS	35009	36019	-	-	34460	+	
82	CR	CDS	36168	37337	+	+	35778	+	
84	CR	CDS	37334	38104	+	-	36545	+	
86	CR	CDS	38101	39093	+	-	37534	+	
88	CR	CDS	39099	39332	+	-	37773	+	
90	CR	tRNA	39375	39668	+	-	38109	+	
92	CR	CDS	39716	39841	-	-	38282	+	
94	CR	CDS	39871	40101	+	-	38542	+	
96	CR	CDS	40816	42969	+	-	41410	+	
98	CR	CDS	42982	44331	+	-	42772	+	
100	CR	CDS	44501	45208	+	+	43649	+	
102	CR	CDS	45410	49135	+	-	47576	+	
104	CR	CDS	49228	50670	+	-	49111	+	
106	CR	CDS	50889	51911	+	-	50352	+	
108	CR	CDS	51908	52453	+	-	50894	+	
110	CR	CDS	52537	53046	+	-	51487	+	
112	CR	CDS	53071	54618	+	-	53059	+	
114	CR	CDS	54740	56002	+	-	54443	+	
116	CR	CDS	56259	56375	+	-	54816	+	
118	CR	CDS	56405	56893	+	+	55334	+	
120	CR	CDS	56880	57971	+	-	56412	+	
122	CR	CDS	57981	58208	+	-	56649	+	
124	CR	CDS	58271	59569	+	+	58010	+	
126	CR	CDS	59624	63562	-	-	62003	+	
128	CR	CDS	63890	64606	-	-	63047	+	
130	CR	CDS	64593	64694	+	-	63135	+	
132	CR	CDS	64955	66742	+	-	65183	+	
134	CR	CDS	66739	67215	+	-	65656	+	
136	CR	CDS	67243	68148	+	+	66589	+	
138	CR	CDS	68135	68950	+	+	67391	+	
140	CR	CDS	68957	69361	+	-	67802	+	
142	CR	CDS	69660	70826	+	-	69267	+	
144	CR	CDS	70942	71979	+	-	70420	+	
146	CR	CDS	72141	72401	+	-	70842	+	
148	CR	CDS	72456	72653	+	-	71094	+	
150	CR	CDS	72674	73309	+	-	71750	+	
152	CR	CDS	73353	73454	+	-	71895	+	
154	CR	CDS	73761	79331	+	-	77772	+	
156	CR	CDS	79434	79547	+	-	77988	+	
158	CR	CDS	79687	80541	+	+	78982	+	
160	CR	CDS	80647	81204	+	-	79645	+	
162	CR	CDS	81481	82185	+	-	80626	+	
164	CR	CDS	82590	82682	-	-	81123	+	
166	CR	CDS	82659	82817	+	-	81258	+	
168	CR	CDS	82798	84177	+	-	82618	+	
170	CR	CDS	84191	84856	+	-	83297	+	
172	CR	CDS	84877	84984	+	+	83425	+	
174	CR	CDS	85166	86182	+	+	84623	+	
176	CR	tRNA	86298	88871	+	-	87312	+	
178	CR	tRNA	89038	89736	+	-	88177	+	
180	CR	tRNA	89733	90785	+	-	89226	+	
182	CR	tRNA	90980	91591	+	-	90032	+	
184	CR	CDS	91751	91927	+	+	90368	+	
186	CR	CDS	92025	92165	-	-	90606	+	
188	CR	CDS	92236	92505	+	+	90946	+	
190	CR	CDS	92585	92680	+	-	91121	+	
192	CR	CDS	92969	93928	+	-	92369	+	
194	CR	CDS	93942	94865	+	-	93306	+	
196	CR	CDS	95123	96598	+	-	95039	+	
198	CR	CDS	96628	96741	-	-	95182	+	
200	CR	ND	96713	96820	+	-	95261	+	
202	CR	CDS	96870	97856	+	-	96297	+	
204	CR	CDS	98131	98991	+	-	97432	+	
206	CR	CDS	99169	100233	-	-	98674	+	
208	CR	CDS	100296	101207	-	+	99648	+	
210	CR	CDS	101200	101793	-	+	100234	+	
212	CR	ND	101780	102106	-	-	100547	+	
214	CR	CDS	102245	103411	-	-	101852	+	
216	CR	CDS	103562	104626	+	-	103067	+	
218	CR	CDS	104668	106518	+	-	104959	+	
220	CR	CDS	106956	107588	-	-	106029	+	
222	CR	CDS	107610	108482	-	-	106923	+	
224	CR	CDS	108491	109162	-	-	107603	+	
226	CR	CDS	109404	109991	+	-	108432	+	
228	CR	CDS	110043	110363	-	-	108804	+	
230	CR	CDS	110794	111081	+	-	109522	+	
232	CR	CDS	111157	113241	+	-	111682	+	
234	CR	CDS	113238	113879	+	-	112320	+	
236	CR	CDS	114086	114892	+	-	113333	+	
