OrgName	seqLen	oriSP	oriEP	Ter	
NC_000962	4411532	1525	2051	2207554	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
2	CR	CDS	1	1524	+	+	1	-	
4	CR	CDS	2052	3260	+	-	1735	+	
6	CR	CDS	3280	4437	+	-	2912	+	
8	CR	CDS	4434	4997	+	-	3472	+	
10	CR	CDS	5123	7267	+	-	5742	+	
12	CR	ND	7302	9818	+	-	8293	+	
14	CR	CDS	9914	10828	+	-	9303	+	
16	CR	CDS	10887	10960	+	-	9435	+	
18	CR	CDS	11112	11184	+	+	9659	+	
20	CR	CDS	11874	12311	-	+	10786	+	
22	CR	CDS	12468	13016	+	-	11491	+	
24	CR	CDS	13133	13558	-	-	12033	+	
26	CR	CDS	13714	13995	-	-	12470	+	
28	CR	CDS	14089	14877	+	+	13352	+	
30	CR	CDS	14914	15612	+	+	14087	+	
32	CR	CDS	15590	17470	-	-	15945	+	
34	CR	CDS	17467	18762	-	-	17237	+	
36	CR	CDS	18759	20234	-	+	18709	+	
38	CR	CDS	20231	21640	-	-	20115	+	
40	CR	CDS	21637	23181	-	-	21656	+	
42	CR	CDS	23270	23737	-	-	22212	+	
44	CR	CDS	23861	25444	-	+	23919	+	
46	CR	CDS	25644	25726	+	+	24201	+	
48	CR	CDS	25913	26881	-	-	25356	+	
50	CR	CDS	27023	27442	-	-	25917	+	
52	CR	CDS	27595	28365	+	-	26840	+	
54	CR	CDS	28362	29207	+	+	27682	+	
56	CR	CDS	29245	29607	+	-	28082	+	
58	CR	CDS	29722	31068	+	-	29543	+	
60	CR	CDS	31189	31506	+	-	29981	+	
62	CR	CDS	31514	31819	+	-	30294	+	
64	CR	CDS	32057	33154	+	+	31629	+	
66	CR	CDS	33224	33553	+	-	32028	+	
68	CR	CDS	33582	33794	+	-	32269	+	
70	CR	CDS	34295	36610	+	-	35085	+	
72	CR	CDS	36607	36870	+	-	35345	+	
74	CR	CDS	36867	37262	+	-	35737	+	
76	CR	CDS	37259	38947	+	+	37422	+	
78	CR	CDS	39056	39829	-	+	38304	+	
80	CR	CDS	39877	41202	-	-	39677	+	
82	CR	CDS	41304	41912	+	+	40387	+	
84	CR	CDS	42004	42351	-	-	40826	+	
86	CR	CDS	42433	43365	-	-	41840	+	
88	CR	CDS	43562	46471	+	-	44946	+	
90	CR	tRNA	46581	47207	-	-	45682	+	
92	CR	CDS	47366	48100	-	-	46575	+	
94	CR	CDS	48233	49027	-	-	47502	+	
96	CR	CDS	49043	49939	-	-	48414	+	
98	CR	CDS	50021	51124	-	-	49599	+	
100	CR	CDS	51185	51727	-	+	50202	+	
102	CR	CDS	51828	52697	-	-	51172	+	
104	CR	CDS	52831	53244	+	-	51719	+	
106	CR	CDS	53663	55699	+	-	54174	+	
108	CR	CDS	55696	57378	+	-	55853	+	
110	CR	CDS	57410	57973	+	-	56448	+	
112	CR	CDS	58192	58482	+	-	56957	+	
114	CR	CDS	58586	59080	+	-	57555	+	
116	CR	CDS	59122	59376	+	-	57851	+	
118	CR	CDS	59409	59867	+	+	58342	+	
120	CR	CDS	59896	60417	+	-	58892	+	
122	CR	CDS	60396	63020	+	-	61495	+	
124	CR	CDS	63200	63892	+	+	62367	+	
126	CR	CDS	63909	64967	+	-	63442	+	
128	CR	CDS	64991	65416	+	-	63891	+	
130	CR	CDS	65552	66694	+	-	65169	+	
132	CR	CDS	66923	68362	+	-	66837	+	
134	CR	CDS	68620	71559	+	-	70034	+	
136	CR	CDS	71821	72222	+	+	70697	+	
138	CR	CDS	72274	74511	-	+	72986	+	
140	CR	CDS	74629	75198	-	-	73673	+	
142	CR	CDS	75301	76212	+	-	74687	+	
144	CR	CDS	76237	77622	-	-	76097	+	
146	CR	CDS	77619	78896	-	-	77371	+	
148	CR	CDS	79486	80193	+	-	78668	+	
150	CR	CDS	80624	81673	+	-	80148	+	
152	CR	CDS	81676	82668	+	-	81143	+	
154	CR	CDS	82748	83983	+	-	82458	+	
156	CR	CDS	83996	85168	+	-	83643	+	
158	CR	CDS	85183	85572	-	+	84047	+	
160	CR	CDS	85636	86466	-	-	84941	+	
162	CR	CDS	86528	87133	+	-	85608	+	
164	CR	CDS	87208	87801	-	-	86276	+	
166	CR	CDS	88204	89025	+	-	87500	+	
168	CR	CDS	89022	89480	+	-	87955	+	
170	CR	CDS	89575	89919	+	-	88394	+	
172	CR	CDS	89924	90403	+	+	88878	+	
174	CR	CDS	90400	92322	+	+	90797	+	
176	CR	tRNA	92328	93278	+	-	91753	+	
178	CR	tRNA	93289	93951	+	-	92426	+	
180	CR	tRNA	93951	95417	+	-	93892	+	
182	CR	tRNA	95414	96892	+	-	95367	+	
184	CR	CDS	96927	97601	+	+	96076	+	
186	CR	CDS	97758	98351	+	-	96826	+	
188	CR	CDS	98480	99250	+	+	97725	+	
190	CR	CDS	99684	100451	+	-	98926	+	
192	CR	CDS	100583	102868	+	-	101343	+	
194	CR	CDS	102815	103663	-	-	102138	+	
196	CR	CDS	103710	104663	-	-	103138	+	
198	CR	CDS	104805	105215	-	-	103690	+	
200	CR	ND	105324	106715	+	-	105190	+	
202	CR	CDS	106734	107603	+	-	106078	+	
204	CR	CDS	107600	108151	+	-	106626	+	
206	CR	CDS	108156	109778	+	-	108253	+	
208	CR	CDS	109783	110019	+	+	108494	+	
210	CR	CDS	110001	117539	+	+	116014	+	
212	CR	ND	117714	119699	+	-	118174	+	
214	CR	CDS	119915	122173	-	-	120648	+	
216	CR	CDS	122317	123831	+	-	122306	+	
218	CR	CDS	123980	124264	-	-	122739	+	
220	CR	CDS	124374	125570	+	-	124045	+	
222	CR	CDS	125643	130541	-	-	129016	+	
224	CR	CDS	130895	131104	-	-	129579	+	
226	CR	CDS	131382	132872	+	-	131347	+	
228	CR	CDS	133020	133769	+	-	132244	+	
230	CR	CDS	133950	136007	+	-	134482	+	
232	CR	CDS	136289	137245	+	-	135720	+	
234	CR	CDS	137319	137909	+	-	136384	+	
236	CR	CDS	137941	138513	+	-	136988	+	
238	CR	rRNA	138513	139673	+	-	138148	+	
240	CR	rRNA	140267	141022	-	-	139497	+	
242	CR	tRNA	141200	142144	+	-	140619	+	
244	CR	rRNA	142128	143876	-	-	142351	+	
246	CR	tRNA	144049	145626	+	-	144101	+	
248	CR	tRNA	145627	147771	-	-	146246	+	
250	CR	tRNA	147908	148342	-	-	146817	+	
252	CR	ND	148491	148859	+	-	147334	+	
254	CR	tRNA	148856	149224	+	-	147699	+	
